,Date,Station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,Avg
110,20-04-2018,McMug,25.79166667,0.351666667,3.108333333,9.9625,13.05,42.275,71.875,45.29166667,40.475,80.29166667,4.0375,144.7083333,127.2083333,1.3125,1.1375,41
111,21-04-2018,McMug,25.91666667,0.224583333,3.2375,6.6,9.841666667,34.20833333,229.6666667,51.41666667,9.325,82.125,1.220833333,211.5416667,208.7083333,2.625,2.579166667,59
112,22-04-2018,McMug,26.04166667,0.384583333,0.6,6.883333333,6.883333333,59.125,43.45833333,29.125,29.125,76.33333333,3.258333333,139.9166667,131.9583333,1.6125,0.958333333,38
113,23-04-2018,McMug,27.08333333,0.479166667,2.45,9.2,11.45833333,46.70833333,77.33333333,50.54166667,50.54166667,74.83333333,4.216666667,158.6666667,162.4583333,1.1375,0.908333333,46
114,24-04-2018,McMug,29.04166667,0.332083333,2.4,10.5375,12.65,19.85,48.95833333,23.29166667,23.29166667,72.33333333,2.954166667,180.7083333,183.5833333,3.654166667,3.583333333,42
115,25-04-2018,McMug,29.16666667,0.2225,2.258333333,6.883333333,9.0125,18.75416667,24.79166667,9.375,8.775,75.25,3.5,201.375,200.0833333,4.025,3.8875,40
116,26-04-2018,McMug,23.58333333,0.385416667,1.891666667,8.725,10.59166667,34.775,26.14583333,10.8125,10.48333333,83.91666667,2.216666667,91.91666667,94.66666667,6.1875,2.275,28
117,27-04-2018,McMug,23.16666667,0.377083333,2.045833333,9.266666667,11.32916667,39.19583333,36.375,18.95833333,17.3,85.83333333,2.204166667,115.2916667,118.7083333,2.179166667,1.291666667,33
118,28-04-2018,McMug,23.91666667,0.413333333,4.675,11.11666667,15.7,23.4125,32.54166667,17.875,13.85833333,89.875,1.5625,165.575,146.1125,1.429166667,1.204166667,37
119,29-04-2018,McMug,26.25,0.3425,5.345833333,8.345833333,13.65833333,19.60833333,31.29166667,12.375,11.675,81.25,2.070833333,190.6666667,182.125,2.783333333,2.6375,40
120,30-04-2018,McMug,26.75,0.21875,4.245833333,6.195833333,10.475,16.3625,13.79166667,4.541666667,6.5,85.45833333,1.808333333,175.375,170.625,2.9375,2.654166667,36
121,01-05-2018,McMug,29.20833333,0.209166667,2.745833333,5.825,8.566666667,16.8125,21.79166667,8.208333333,8.208333333,75.375,2.916666667,205.625,205.1666667,3.579166667,3.4875,40
122,02-05-2018,McMug,28.41666667,0.204583333,2.679166667,5.491666667,8.191666667,16.6125,21.91666667,7.458333333,6.775,81.75,1.754166667,205.375,204.4166667,3.054166667,3.008333333,40
123,03-05-2018,McMug,27.5,0.255833333,1.716666667,7.208333333,8.954166667,45.08333333,247.7916667,62.95833333,59.66666667,80.375,1.933333333,165.4708333,172.2083333,1.716666667,1.179166667,59
124,04-05-2018,McMug,25.04166667,0.269166667,1.15,8.454166667,9.304166667,38,31.625,16.45833333,13.00833333,98.75,2.329166667,99.91666667,110.25,2.8625,1.366666667,31
125,05-05-2018,McMug,24.95833333,0.392083333,0.866666667,10.7125,11.39583333,65.125,75.25,38.54166667,38.54166667,79.20833333,4.833333333,59.95833333,64.75,3.291666667,1.520833333,32
126,06-05-2018,McMug,25.70833333,0.49625,2.216666667,10.74166667,12.89166667,59.58333333,97.20833333,54.25,54.25,73.45833333,5.204166667,75.875,90.83333333,2.475,1.108333333,38
127,07-05-2018,McMug,26.91666667,0.397083333,1.8125,7.683333333,9.429166667,48.33333333,78,41.75,41.75,79.625,3.8125,220.2916667,221,1.875,1.7375,53
128,08-05-2018,McMug,28.25,0.370416667,2.720833333,7.075,9.725,31.66666667,59.95833333,30.91666667,30.91666667,83.29166667,2.929166667,196.5833333,197.75,2.795833333,2.7125,46
129,09-05-2018,McMug,28.625,0.27125,2.404166667,8.179166667,10.56666667,32.825,259.2083333,70.375,70.375,88.70833333,2.158333333,185.25,192.9166667,2.4625,2.2125,64
130,10-05-2018,McMug,26.375,0.305416667,2.05,11.10416667,13.17083333,37.41666667,50.54166667,27.33333333,26.09166667,90.625,2.7625,61.79166667,61.58333333,2.975,1.170833333,28
131,11-05-2018,McMug,26.08333333,0.200833333,2.158333333,4.641666667,6.7875,45.41666667,31.125,12.45833333,12.45833333,89.29166667,2.333333333,91.79166667,97.45833333,3.420833333,1.104166667,29
132,12-05-2018,McMug,26.75,0.237083333,2.495833333,7.483333333,10.05,40.41666667,67.83333333,40.70833333,40.70833333,84.45833333,3.541666667,147.6666667,139,1.516666667,1.066666667,41
133,13-05-2018,McMug,28.20833333,0.241666667,2.2,5.65,7.829166667,29.66666667,44.45833333,27.66666667,27.66666667,78.125,2.066666667,212.3333333,219.5,1.8875,1.716666667,46
134,14-05-2018,McMug,29.16666667,0.212083333,3.279166667,6.529166667,9.9,18.14583333,30.25,15.83333333,15.83333333,79.04166667,2.233333333,213.4583333,208.875,2.1125,2.025,43
135,15-05-2018,McMug,29.54166667,0.156666667,2.920833333,5.683333333,8.583333333,20.36666667,41.95833333,16.16666667,15.625,82.20833333,2.383333333,199.7083333,215,2.316666667,2.1875,43
136,16-05-2018,McMug,27.375,0.2625,3.983333333,9.375,13.40416667,15.92083333,56.90833333,15.20833333,14.64166667,93.70833333,2.291666667,143.2916667,157.0416667,1.816666667,1.5875,38
137,17-05-2018,McMug,26.04166667,0.22625,4.458333333,7.966666667,12.45416667,14.35,7.041666667,5.083333333,95.95833333,3.7125,2.095833333,151.7083333,1.529166667,1.420833333,25.75,24
138,18-05-2018,McMug,1.833333333,0.111666667,8.7625,11.45416667,21.25416667,5.666666667,5.375,97.45833333,1.854166667,1.958333333,160.8333333,2.0375,1.775,25.95833333,1.879166667,24
139,19-05-2018,McMug,0.247083333,3.05,11.425,20.525,9.958333333,6.183333333,97.625,1.525,1.9875,147.0416667,147.5833333,2.258333333,25.875,1.791666667,0.2175,32
140,20-05-2018,McMug,0.040416667,5.970833333,43.25,7.583333333,6.716666667,93.08333333,2.083333333,1.816666667,124.4583333,121.375,4.433333333,25.625,1.804166667,0.276666667,0.04,30
141,21-05-2018,McMug,1.804166667,13.37083333,10.25,10.25,78.16666667,4.6375,1.8375,65,63.29166667,6.183333333,3.320833333,1.833333333,0.269166667,0.05875,2.679166667,18
